Concerto Biosciences,"We discover functional microbial communities for human therapeutics using a patented, high-throughput screening platform"
Conductscience.com,Etsy for Scientists. Marketplace for revenue based tech transfer of academic inventions.
Confer Health,"Helping couples trying to get pregnant with ultra-early detection, as well as a guided experience through each step of the pregnancy process."
Confi,Confi (confi.co) is an online community working to become the go-to resource for 16-30 year old women seeking advice on women’s health topics that can be uncomfortable to talk ...
Connect Gaza,To connect unemployed skilled youth from Gaza with global companies interested in outsourcing which will reduce poverty.
Connected Congress,Changing the way government works by changing the way citizens understand and interact with their government. Demystifying democracy.
ConnectMed,Provide treatment to patients with opioid dependence by connecting them with providers via telecommunication
ConnectOnCommute,ConnectOnCommute makes wearable tech that 1) allows Gen Z to express themselves and 2) serve as conversation starters
Consilience,"A healthcare data app using AI to make storage and access easier, and empower patients with ownership of their own data"
constructivision,Short-form peer-to-peer / student-to-student educational instructional videos for K-12 students
Consultr,Consultr is a set of web tools that help consultants to collaborate and manage their clients online.
Conversational,Conversational is a real-world platform offering immersive spoken language experiences for foreign language Learners and Speakers in the US.
Coolify,"Coolify, a micro-cold storage solution, is a techno-market innovation that improves postharvest agri supply chains and reduces spoilage."
Cope,Cope creates a space and provides the skills for intentional personal and tribal development.
Corelant Technologies,We help customers close more deals via faster prospecting of commercial real estate with automated market analysis.
Corner,Corner is a financial social network and investing platform dedicated to creating a more communal investing experience
CounselEd,CounselEd uses online videotelephony to increase primary/secondary students’ access to in-school counseling services.
Covalent Networks,"Web-based platform that administers workforce development programs between employers, educators, and economic development agencies."
Cozy Life,"Full-service, convenient, and easy-to-use online marketplace that changes the way secondhand furniture is being exchanged and recycled"
CozyKin,Share a nanny with another family in your own home – personal attention of a nanny at the cost of daycare.
Crave,The Tinder for food!
Creabri,Creabri (“cree-ah-bree”) is an idea-based crowdfunding platform designed to incentivize creative solutions and venture-worthy ideas.
Credly,Credly is a platform for managing and distributing data-rich digital badges representing skills and certifications that are verified by third parties.
Crescere Jewels,"We sell new-luxury porcelain jewelry created by Chinese artisan women to stylish, socially responsible women in the US via ecommerce."
Cresicor,We build software to help consumer packaged food companies better manage their business.
